Model,Readout Train Data,Readout Test Data,Train Accuracy,Test Accuracy,Readout Type,Predicted Prob_false,Predicted Prob_true,Predicted Outcome,Actual Outcome,Stimulus Name,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5870828577045157,0.4129171422954842,0,1,pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0026,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7572335055210364,0.2427664944789636,0,0,pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0027,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.3331079459915459,0.6668920540084541,1,1,pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0028,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6271143906782449,0.3728856093217551,0,1,pilot_dominoes_2mid_J025R30_tdwroom-redyellow_0029,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6820381388072483,0.31796186119275177,0,0,pilot_dominoes_4midRM1_boxroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6049162040061271,0.39508379599387283,0,0,pilot_dominoes_4midRM1_boxroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7018379776684742,0.29816202233152583,0,0,pilot_dominoes_4midRM1_boxroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.4935129517818585,0.5064870482181415,1,0,pilot_dominoes_4midRM1_boxroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6595082338546359,0.34049176614536414,0,0,pilot_dominoes_4midRM1_boxroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.38716564044639923,0.6128343595536008,1,0,pilot_dominoes_4midRM1_boxroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.3373448182493207,0.6626551817506793,1,0,pilot_dominoes_4midRM1_boxroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7061519621273623,0.2938480378726377,0,0,pilot_dominoes_4midRM1_boxroom_2-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6200332014222945,0.3799667985777056,0,0,pilot_dominoes_4midRM1_boxroom_2-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6979831598201771,0.3020168401798229,0,0,pilot_dominoes_4midRM1_boxroom_2-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.496101249820058,0.503898750179942,1,0,pilot_dominoes_4midRM1_boxroom_2-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6576717396793077,0.34232826032069236,0,0,pilot_dominoes_4midRM1_boxroom_2-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.3877239292687289,0.6122760707312711,1,0,pilot_dominoes_4midRM1_boxroom_2-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.33808864892766155,0.6619113510723384,1,0,pilot_dominoes_4midRM1_boxroom_2-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6341345964626449,0.3658654035373551,0,0,pilot_dominoes_4midRM1_tdwroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7429726468695519,0.25702735313044817,0,0,pilot_dominoes_4midRM1_tdwroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5313493791406018,0.46865062085939824,0,0,pilot_dominoes_4midRM1_tdwroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.709117415205483,0.290882584794517,0,0,pilot_dominoes_4midRM1_tdwroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.368160288133344,0.631839711866656,1,0,pilot_dominoes_4midRM1_tdwroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5382683160800572,0.4617316839199428,0,0,pilot_dominoes_4midRM1_tdwroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5274642852738906,0.47253571472610945,0,0,pilot_dominoes_4midRM1_tdwroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.649371027706148,0.35062897229385204,0,0,pilot_dominoes_4midRM1_tdwroom_2-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7095559329510126,0.29044406704898734,0,0,pilot_dominoes_4midRM1_tdwroom_2-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5309654187707498,0.46903458122925024,0,0,pilot_dominoes_4midRM1_tdwroom_2-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7206562986835093,0.27934370131649067,0,0,pilot_dominoes_4midRM1_tdwroom_2-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.3663505854429282,0.6336494145570718,1,0,pilot_dominoes_4midRM1_tdwroom_2-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5321228060175505,0.46787719398244954,0,0,pilot_dominoes_4midRM1_tdwroom_2-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5299222265099149,0.47007777349008506,0,0,pilot_dominoes_4midRM1_tdwroom_2-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6415770665498279,0.35842293345017207,0,1,pilot_dominoes_4mid_boxroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.4043018915986424,0.5956981084013576,1,1,pilot_dominoes_4mid_boxroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5638876223499217,0.43611237765007826,0,1,pilot_dominoes_4mid_boxroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6801972734560071,0.3198027265439929,0,1,pilot_dominoes_4mid_boxroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.3791861668899532,0.6208138331100468,1,1,pilot_dominoes_4mid_boxroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5679065824581195,0.4320934175418805,0,1,pilot_dominoes_4mid_boxroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5992962971612157,0.40070370283878426,0,1,pilot_dominoes_4mid_boxroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6463738132807262,0.35362618671927376,0,1,pilot_dominoes_4mid_boxroom_2-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.39912765104230985,0.6008723489576901,1,1,pilot_dominoes_4mid_boxroom_2-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5841997098737638,0.4158002901262362,0,1,pilot_dominoes_4mid_boxroom_2-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6823950859501974,0.3176049140498026,0,1,pilot_dominoes_4mid_boxroom_2-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.42283722508548816,0.5771627749145118,1,1,pilot_dominoes_4mid_boxroom_2-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5657193031870491,0.43428069681295095,0,1,pilot_dominoes_4mid_boxroom_2-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6443233087619421,0.3556766912380579,0,1,pilot_dominoes_4mid_boxroom_2-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5281893193105219,0.47181068068947807,0,1,pilot_dominoes_4mid_tdwroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5592331212609711,0.4407668787390288,0,1,pilot_dominoes_4mid_tdwroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.39168873738379417,0.6083112626162058,1,1,pilot_dominoes_4mid_tdwroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7172637444475121,0.28273625555248794,0,1,pilot_dominoes_4mid_tdwroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6079897076015373,0.3920102923984627,0,1,pilot_dominoes_4mid_tdwroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.681854690441712,0.31814530955828807,0,1,pilot_dominoes_4mid_tdwroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.75762604350329,0.24237395649671004,0,1,pilot_dominoes_4mid_tdwroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.2401184574092482,0.7598815425907518,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.33853295545220197,0.661467044547798,1,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.10710578276943794,0.8928942172305621,1,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5633358903990884,0.4366641096009117,0,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.3696088140073477,0.6303911859926523,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.3306506368244303,0.6693493631755697,1,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.8378852058709697,0.16211479412903032,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.33241639439810644,0.6675836056018936,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.09928954706672022,0.9007104529332798,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.2991254486192835,0.7008745513807165,1,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.2296239535802196,0.7703760464197804,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6519467980314108,0.34805320196858924,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7501674676271316,0.24983253237286843,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.4774735652045584,0.5225264347954416,1,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.22964732979597058,0.7703526702040294,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.444006194186798,0.555993805813202,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6529728306875735,0.34702716931242655,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.3479020317524465,0.6520979682475535,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5483640572040894,0.45163594279591057,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.04000144956128637,0.9599985504387136,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.8075403956274262,0.19245960437257384,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0020,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.48712374615722653,0.5128762538427735,1,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0021,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.2126696242570113,0.7873303757429887,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0022,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6549855178476852,0.3450144821523148,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0023,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.17658065171152937,0.8234193482884706,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0024,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.014935640433229258,0.9850643595667707,1,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0025,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6439862522883095,0.35601374771169053,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0026,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7755792198755129,0.22442078012448713,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0027,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.8575302061195661,0.14246979388043388,0,0,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0028,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.7562185966081867,0.2437814033918133,0,1,pilot_dominoes_SJ020_d3chairs_o1plants_tdwroom-redyellow_0029,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.4769298689881937,0.5230701310118063,1,0,pilot_dominoes_default_boxroom-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5284068089685885,0.4715931910314115,0,1,pilot_dominoes_default_boxroom-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6833433586516847,0.3166566413483153,0,1,pilot_dominoes_default_boxroom-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.43636225092491654,0.5636377490750835,1,1,pilot_dominoes_default_boxroom-redyellow_0003,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.49595514076423697,0.504044859235763,1,0,pilot_dominoes_default_boxroom-redyellow_0004,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.4756459184990508,0.5243540815009492,1,1,pilot_dominoes_default_boxroom-redyellow_0005,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6511787310913485,0.3488212689086515,0,1,pilot_dominoes_default_boxroom-redyellow_0006,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5282952585412777,0.4717047414587224,0,1,pilot_dominoes_default_boxroom-redyellow_0007,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.49224083335937074,0.5077591666406293,1,0,pilot_dominoes_default_boxroom-redyellow_0008,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.49597604523168615,0.5040239547683139,1,1,pilot_dominoes_default_boxroom-redyellow_0009,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.6207425509408958,0.3792574490591042,0,1,pilot_dominoes_default_boxroom-redyellow_0010,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.2941177673988127,0.7058822326011873,1,0,pilot_dominoes_default_boxroom-redyellow_0011,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.37021593458128144,0.6297840654187186,1,1,pilot_dominoes_default_boxroom-redyellow_0012,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5596186501614129,0.44038134983858707,0,0,pilot_dominoes_default_boxroom-redyellow_0013,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.47653772397405136,0.5234622760259486,1,1,pilot_dominoes_default_boxroom-redyellow_0014,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.5844145883327896,0.41558541166721036,0,0,pilot_dominoes_default_boxroom-redyellow_0015,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.4750021828367942,0.5249978171632058,1,0,pilot_dominoes_default_boxroom-redyellow_0016,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.44557799785128294,0.5544220021487171,1,1,pilot_dominoes_default_boxroom-redyellow_0017,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.532630296528667,0.467369703471333,0,1,pilot_dominoes_default_boxroom-redyellow_0018,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,dominoes,dominoes,0.638235294117647,0.41379310344827586,C,0.45073487200357687,0.5492651279964231,1,1,pilot_dominoes_default_boxroom-redyellow_0019,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.815442561205273,0.5725190839694656,A,0.15651220973376134,0.8434877902662387,1,0,pilot_it2_collision_assorted_targets_box-redyellow_0000,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.815442561205273,0.5725190839694656,A,0.01774984860099249,0.9822501513990075,1,1,pilot_it2_collision_assorted_targets_box-redyellow_0001,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
CSWM,collision,collision,0.815442561205273,0.5725190839694656,A,0.1489250695224218,0.8510749304775782,1,1,pilot_it2_collision_assorted_targets_box-redyellow_0002,CSWM encoder,CSWM dynamics,null,null,null,Contrastive,all,0,Contrastive,all,0
